ID,Politics_Today,Vaccine_Willingness,Financial_Security,Conflict_1,Conflict_2,Conflict_3,Authoritarian_1,Authoritarian_2,Authoritarian_3,Authoritarian_4,YOB,FSA,Age,Gender,Education,Income,Children,Home_Ownership,Region,Rural_FSA
145,NDP led by Jagmeet Singh,Not too willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1971,V2X,35-54,Female,HS,"0 - $34,999",Yes,Rented (even if no cash rent is paid)?,BC,No
146,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Obedience,Well-behaved,Good manners,1976,T4B,35-54,Female,Advanced,"$150,000 - $199,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
147,NDP led by Jagmeet Singh,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Well-behaved,Curiosity,1961,V3T,55+,Female,HS,"0 - $34,999",No,Rented (even if no cash rent is paid)?,BC,No
148,Conservative Party led by Erin O’Toole,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Self-reliance,Well-behaved,Curiosity,1952,V9V,55+,Male,HS,"$50,000 - $69,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
150,Liberal Party led by Justin Trudeau,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1952,N0P,55+,Male,HS,NA,Yes,Rented (even if no cash rent is paid)?,Ontario,Yes
152,NDP led by Jagmeet Singh,Not too willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1976,V5G,35-54,Female,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
156,Conservative Party led by Erin O’Toole,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1985,A1L,35-54,Male,College,"$100,000 - $149,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
157,NDP led by Jagmeet Singh,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Independence,Self-reliance,Creative,Curiosity,1966,V9C,35-54,Male,Advanced,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
159,Undecided/unsure,Very willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are too large and we cannot come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Well-behaved,Good manners,1959,T6V,55+,Female,College,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
160,Liberal Party led by Justin Trudeau,Very willing,No,People who share my views should stick to their beliefs and fight for what they believe in,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1974,V2X,35-54,Male,Bachelors,"$50,000 - $69,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
161,Liberal Party led by Justin Trudeau,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Independence,Self-reliance,Creative,Curiosity,1958,B1A,55+,Female,HS,NA,Yes,Owned by you or a member of your household (even if it is still being paid for)?,Atlantic,No
163,Liberal Party led by Justin Trudeau,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1969,A0J,35-54,Male,HS,"$35,000 - $49,999",Yes,Rented (even if no cash rent is paid)?,Atlantic,Yes
164,Don’t intend to vote,Somewhat willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together",Some people’s beliefs are so unlike mine that I don’t think we could ever have anything in common,Respect for elders,Self-reliance,Well-behaved,Good manners,1949,B3L,55+,Female,Bachelors,"0 - $34,999",No,Rented (even if no cash rent is paid)?,Atlantic,No
166,Conservative Party led by Erin O’Toole,Somewhat willing,Yes,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1947,T3Z,55+,Male,Bachelors,"$200,000 and over",No,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,No
167,Liberal Party led by Justin Trudeau,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Creative,Good manners,1974,V2M,35-54,Male,College,"0 - $34,999",No,Owned by you or a member of your household (even if it is still being paid for)?,BC,No
168,Conservative Party led by Erin O’Toole,Very willing,No,People who share my views need to be willing to listen to others and compromise,"In Canada, our differences are not so large and we can come together","I seek to find common understanding with others, even if we have different beliefs",Respect for elders,Obedience,Well-behaved,Good manners,1957,T0L,55+,Male,College,"$70,000 - $99,999",Yes,Owned by you or a member of your household (even if it is still being paid for)?,Prairies,Yes
